section,object,material,decoration,count,number,measure,type of object,position,action,occasion ,personnel,deity,time,day,month,text,additional
10,brushwood pile ,,,1,1,,fire,"in the open country or on the bank of a river, a place where no one sets foot",kindle,,lamentation priest,Anu; Enlil; Ea,morning,favorable day,auspicious month,TU 45,
10,hem of the king,,,1,1,,textile,"in the open country or on the bank of a river, a place where no one sets foot",perform taqribtu-lamentations and ershemshahungu-prayers over it,,lamentation priest,,morning,favorable day,auspicious month,TU 45,
14,offering table,,,1,1,,furniture,,arrange,,lamentation priest,god of the temple; goddess of the temple; Mashdub; Shamash,night,favorable day,auspicious month,TU 45,
15,pure water,,,1,1,,water,roof of the temple,sprinkle the ground,,lamentation priest,,morning,favorable day,auspicious month,TU 45,
15,offering table,,,1,3,,furniture,roof of the temple,set up ,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 45,
15,cloth ,linen,,1,3,,textile,roof of the temple,lay on the seats,,lamentation priest,,morning,favorable day,auspicious month,TU 45,
15,brushwood pile ,,,1,1,,fire,roof of the temple,kindle,,lamentation priest,,morning,favorable day,auspicious month,TU 45,
15,gift,,,1,1,,gift,roof of the temple,present to the god,,king,god of the temple,morning,favorable day,auspicious month,TU 45,
1,offering table,,,1,3,,furniture,,arrange,,lamentation priest,god of the temple; goddess of the temple; lamassu of the temple,day,favorable day,auspicious month,TU 46,
1,brushwood pile ,,,1,1,,fire,,kindle,,lamentation priest,Ea; Marduk,day,favorable day,auspicious month,TU 46,
1,pure water,,,1,1,,water,roof of the temple,sprinkle,,lamentation priest,,morning,favorable day,auspicious month,TU 46,
1,offering table,,,1,3,,furniture,roof of the temple,set up ,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 46,
1,barley seed,,,1,"plural, unspecified",,seed,roof of the temple,scatter,,lamentation priest,,morning,favorable day,auspicious month,TU 46,
1,water basin,,,1,1,,vessel,roof of the temple,set up ,,lamentation priest,,morning,favorable day,auspicious month,TU 46,
1,brushwood pile ,,,1,1,,fire,roof of the temple,kindle,,lamentation priest,,morning,favorable day,auspicious month,TU 46,
1,halhallatu drum,,,1,1,,drum,roof of the temple,play to accompany the ershemakku-lamentations,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,TU 46,
1,holy water basin,,,1,1,,vessel,roof of the temple,lift up,,lamentation priest,,morning,favorable day,auspicious month,TU 46,
1,curtain,,,1,"plural, unspecified",,furniture,roof of the temple,loosen,,lamentation priest,,morning,favorable day,auspicious month,TU 46,
1,clean garment,,,1,1,,garment,roof of the temple,put on,,building master of the temple,,morning,favorable day,auspicious month,TU 46,
1,bracelet,tin,,1,1,,jewelry ,,place on his wrist,,building master of the temple,,morning,favorable day,auspicious month,TU 46,
1,ax,lead,,1,1,,tool,,lift up,,building master of the temple,,morning,favorable day,auspicious month,TU 46,
1,first brick,,,1,1,,brick,,remove,,building master of the temple,,morning,favorable day,auspicious month,TU 46,
1,first brick,,,1,1,,brick,,place in a secluded temple,,building master of the temple,,morning,favorable day,auspicious month,TU 46,
1,offering table,,,1,1,,furniture,before the brick in a secluded temple,arrange before the brick,,lamentation priest,god of the foundation,morning,favorable day,auspicious month,TU 46,
1,barley seed,,,1,"plural, unspecified",,seed,,scatter,,lamentation priest,,morning,favorable day,auspicious month,TU 46,
3,lamb,,,1,1,,livestock,,lift up,,diviner,,day,favorable day,auspicious month,TU 46,
3,hem of the king,,,1,1,,textile,,lift the lamb over,,diviner,,day,favorable day,auspicious month,TU 46,
3,lamb,,,1,1,,livestock,,perform the oracle question with,,diviner,,day,favorable day,auspicious month,TU 46,
5,offering accoutrement,,,1,5,,assemblage,,arrange,,lamentation priest,Sin; Marduk; Ninmah; Kulla; Ninsubur,night,favorable day,auspicious month,TU 46,
5,barley seed,,,1,"plural, unspecified",,seed,,scatter,,lamentation priest,,night,favorable day,auspicious month,TU 46,
5,brushwood pile ,,,1,1,,fire,,kindle,,lamentation priest,,night,favorable day,auspicious month,TU 46,
5,offering accoutrement,,,1,3,,assemblage,,arrange,,lamentation priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,TU 46,
5,brushwood pile ,,,1,1,,fire,,kindle,,lamentation priest,,night,favorable day,auspicious month,TU 46,
5,holy water basin,,,1,1,,vessel,,set up ,,lamentation priest,,night,favorable day,auspicious month,TU 46,
5,curtain,,,1,"plural, unspecified",,furniture,,draw shut,,lamentation priest,,night,favorable day,auspicious month,TU 46,
5,halhallatu drum,,,1,1,,drum,,play to accompany the ershemakku-lamentations,,lamentation priest,,night,favorable day,auspicious month,TU 46,
5,offering accoutrement,,,1,3,,assemblage,,arrange,,lamentation priest,Anu; Enlil; Ea,night,favorable day,auspicious month,TU 46,
5,offering accoutrement,,,1,"plural, unspecified",,assemblage,,clear away,,lamentation priest,,night,favorable day,auspicious month,TU 46,
1,offering table,,,1,3,,furniture,,arrange,,lamentation priest,god of the temple; goddess of the temple; lamassu of the temple,night,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 10,
1,brushwood pile ,,,1,1,,fire,,kindle,,lamentation priest,Ea; Marduk,night,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 10,
1,pure water,,,1,1,,water,roof of the temple,sprinkle,,lamentation priest,,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 10,
1,offering table,,,1,3,,furniture,roof of the temple,set up ,,lamentation priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 10,
1,cloth ,linen,,1,3,,textile,roof of the temple,place on the seats,,lamentation priest,,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 10,
1,juniper,,,1,1,,aromatic,roof of the temple,fill censer,,lamentation priest,,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 10,
1,censer,,,1,1,,censer,roof of the temple,place,,lamentation priest,,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 10,
1,barley seed,,,1,"plural, unspecified",,seed,roof of the temple,scatter,,lamentation priest,,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 10,
1,holy water basin,,,1,1,,vessel,roof of the temple,set up ,,lamentation priest,,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 10,
1,curtain,,,1,"plural, unspecified",,furniture,roof of the temple,draw shut,,lamentation priest,,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 10,
1,halhallatu drum,,,1,1,,vessel,roof of the temple,play to accompany the ershemakku-lamentations,,lamentation priest,,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 10,
1,holy water basin,,,1,1,,vessel,roof of the temple,lift up,,lamentation priest,,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 10,
1,curtain,,,1,1,,furniture,roof of the temple,loosen,,lamentation priest,,morning,favorable day,auspicious month,Bagh. Mitt. Beih. 2 no. 10,
1,brushwood pile ,,,1,1,,fire,,kindle,,diviner,,night,favorable day,auspicious month,BE 13987,
1,offering accoutrement,,,1,3,,assemblage,roof of the temple,arrange,,priest,,morning,favorable day,auspicious month,BE 13987,
1,juniper,,,1,1,,aromatic,roof of the temple,fill censer,,priest,,morning,favorable day,auspicious month,BE 13987,
1,censer,,,1,1,,censer,roof of the temple,place,,priest,,morning,favorable day,auspicious month,BE 13987,
1,barley seed,,,1,"plural, unspecified",,seed,roof of the temple,scatter,,priest,,morning,favorable day,auspicious month,BE 13987,
1,halhallatu drum,,,1,1,,drum,roof of the temple,play to accompany the ershemakku-lamentations,,priest,Ea; Shamash; Marduk,morning,favorable day,auspicious month,BE 13987,
1,clean garment,,,1,1,,garment,roof of the temple,put on,,building master of the temple,,morning,favorable day,auspicious month,BE 13987,
1,bracelet,tin,,1,1,,jewelry ,roof of the temple,place on his wrist,,building master of the temple,,morning,favorable day,auspicious month,BE 13987,
1,axe,lead,,1,1,,tool,roof of the temple,lift up,,building master of the temple,,morning,favorable day,auspicious month,BE 13987,
1,first brick,,,1,1,,brick,roof of the temple,remove,,building master of the temple,,morning,favorable day,auspicious month,BE 13987,
1,first brick,,,1,1,,brick,roof of the temple,place in a secluded temple,,building master of the temple,,morning,favorable day,auspicious month,BE 13987,
1,censer,,,1,1,,censer,roof of the temple,scatter a serqu offering upon,,building master of the temple,,morning,favorable day,auspicious month,BE 13987,
1,garakku brazier,,,1,1,,fire,,lay down,,priest,Sin (implied),,,,BRM 4 6,
1,cedar,,,1,1,,aromatic,,heap on garakku brazier,,priest,Sin (implied),,,,BRM 4 6,
1,cypress,,,1,1,,aromatic,,heap on garakku brazier,,priest,Sin (implied),,,,BRM 4 6,
1,myrtle,,,1,1,,aromatic,,heap on garakku brazier,,priest,Sin (implied),,,,BRM 4 6,
1,sweet reed,,,1,1,,aromatic,,heap on garakku brazier,,priest,Sin (implied),,,,BRM 4 6,
1,tamarisk of the mountains,,,1,1,,aromatic,,heap on garakku brazier,,priest,Sin (implied),,,,BRM 4 6,
1,twigs of the eru tree,,,1,1,,aromatic,,heap on garakku brazier,,priest,Sin (implied),,,,BRM 4 6,
1,torch,,,1,1,,fire,,light garakku brazier,,temple enterer,Sin (implied),,,,BRM 4 6,
1,garakku brazier,,,1,1,,fire,,lit with torch,,temple enterer,Sin (implied),,,,BRM 4 6,
1,garakku brazier,,,1,1,,fire,,kept lit constantly until the fire goes out,,priest,Sin (implied),,,,BRM 4 6,
1,headdress,,,1,"plural, unspecified",,garment,,remain removed,,people of the land,Sin (implied),,,,BRM 4 6,
1,lubaru clothing,,,1,"plural, unspecified",,garment,,cover their heads with,,people of the land,Sin (implied),,,,BRM 4 6,
1,mud from the river,,,1,1,,mud,,"smear the eyes, hands and feet of seven soldiers of the land",,priest,Sin (implied),,,,BRM 4 6,
1,sword,,,1,7,,weapon,,hang on the right shoulders of the seven soldiers,,priest,Sin (implied),,,,BRM 4 6,
1,garakku brazier,,,1,1,,fire,,exstinguish when the eclipse clears,,priest,Sin (implied),,,,BRM 4 6,
1,kurunnu beer,,,1,1,,beer,,exstinguish the fire in the brazier,,priest,Sin (implied),,,,BRM 4 6,
1,garakku brazier,,,1,1,,fire,,throw into the river,,priest,Sin (implied),,,,BRM 4 6,
1,ashes of the garakku brazier,,,1,"plural, unspecified",,ashes,,throw into the river,,priest,Sin (implied),,,,BRM 4 6,
2,urigallu standard,reed,,1,1,,symbol,,moisten,,priest,Sin (implied),before sunrise,,,BRM 4 6,
2,magic circle ,flour,,1,1,,flour,,moisten,,priest,Sin (implied),before sunrise,,,BRM 4 6,
2,white and black cord,,,1,1,,rope,,moisten,,priest,Sin (implied),before sunrise,,,BRM 4 6,
2,urigallu standard,reed,,1,1,,symbol,,throw into the river,,priest,Sin (implied),before sunrise,,,BRM 4 6,
2,magic circle ,flour,,1,1,,flour,,throw into the river,,priest,Sin (implied),before sunrise,,,BRM 4 6,
2,white and black cord,,,1,1,,rope,,throw into the river,,priest,Sin (implied),before sunrise,,,BRM 4 6,
2,robes,,,1,1,,garment,,robe the statue of Sin,,priest,Sin (implied),before sunrise,,,BRM 4 6,
2,holy water basin,,,1,1,,vessel,,set up ,,priest,Sin (implied),before sunrise,,,BRM 4 6,
2,magic circle ,flour,,1,1,,flour,,throw into the river,,priest,Sin (implied),before sunrise,,,BRM 4 6,
2,takpertu purification accoutrements,,,1,"plural, unspecified",,assemblage,,throw into the river,,priest,Sin (implied),before sunrise,,,BRM 4 6,
2,garakku brazier,,,1,1,,fire,,throw into the river,,priest,Sin (implied),before sunrise,,,BRM 4 6,
3,garakku brazier,,,1,1,,fire,,lay down,,sangu priests of the temples of Tiranna,Sin (implied),,,,BRM 4 6,
3,garakku brazier,,,1,1,,fire,,light,,sangu priests of the temples of Tiranna,Sin (implied),,,,BRM 4 6,
4,halhallatu drum,,,1,1,,drum,"next to the Dais, Place of the Harp",carry from the storehouse,,[text damaged],Sin (implied),,,,BRM 4 6,
4,manzu drum,,,1,1,,drum,"next to the Dais, Place of the Harp",carry from the storehouse,,[text damaged],Sin (implied),,,,BRM 4 6,
4,kettledrum,,,1,1,,drum,"next to the Dais, Place of the Harp",carry from the storehouse,,[text damaged],Sin (implied),,,,BRM 4 6,
4,lubaru clothing,,torn,1,"plural, unspecified",,garment,,cover the foods,,[text damaged],Sin (implied),,,,BRM 4 6,
4,heap of flour,,,1,3,,flour,facing the kettledrum,pour ,,priest,Sin (implied),,,,BRM 4 6,
4,magic circle ,flour,,1,1,,flour,surrounding the kettledrum and the kukkubbu jar,surround the kettledrum,,priest,Sin (implied),,,,BRM 4 6,
4,kukkubbu jar,,,1,1,,vessel,"right side of the heaps of flour, inside the magic circle",set up inside the magic circle,,priest,Sin (implied),,,,BRM 4 6,
4,tears of the holy tamarisk,,,1,"plural, unspecified",,aromatic(?),"right side of the heaps of flour, inside the magic circle",fill the kukkubbu jar,,priest,Sin (implied),,,,BRM 4 6,
4,water,,,1,1,,water,"right side of the heaps of flour, inside the magic circle",fill the kukkubbu jar,,priest,Sin (implied),,,,BRM 4 6,
1,tillu uniform,,,1,1,,garment,,make the king wear,,priest; king,[text damaged],,,,BM 134701,
1,palm leaf,,,1,1,,plant,,wrap(?),,priest,[text damaged],,,,BM 134701,
1,multicolored cord,hair of an unmated kid and hair of an unmated lamb,,1,1,,rope,,tie closed(?) the gate of the temple,,priest,[text damaged],,,,BM 134701,
1,tappinnu flour,,,1,"plural, unspecified",,flour,,sprinkle the temple(?),,priest,[text damaged],,,,BM 134701,
1,sheshgesshu flour,,,1,"plural, unspecified",,flour,,sprinkle the temple(?),,priest,[text damaged],,,,BM 134701,
1,unclean tillu uniform,,,1,1,,garment,,clothe the king,,priest; king,[text damaged],,,,BM 134701,
1,multicolored cord,hair of an unmated kid and hair of an unmated lamb,,1,1,,rope,,bind(?),,priest,[text damaged],,,,BM 134701,
1,stick,eru wood,,1,1,,tool,,take(?),,priest,[text damaged],,,,BM 134701,
1,strong and sublime weapon of Anu,,,1,1,,weapon,,take(?),,priest,[text damaged],,,,BM 134701,
2,tappinnu flour,,,1,"plural, unspecified",,flour,,draw(?) ,,priest,[text damaged],,,,BM 134701,
2,sheshgesshu flour,,,1,"plural, unspecified",,flour,,draw(?) ,,priest,[text damaged],,,,BM 134701,
2,magic circle ,tappinnu flour,,1,1,,flour,,surround the temple,,priest,[text damaged],,,,BM 134701,
2,tilimtu vessel,gold,stamped with almonds,1,1,,vessel,cella,,not specified,priest,Anu; Antu,,,,TU 38,
2,tilimtu vessel,gold,stamped with rosettes,1,1,,vessel,cella,,not specified,priest,Anu; Antu,,,,TU 38,
2,tilimtu vessel,gold,band around neck,1,1,,vessel,cella,,not specified,priest,Anu; Antu,,,,TU 38,
2,tilimtu vessel ,gold,...,1,1,,vessel,cella,,not specified,priest,Anu; Antu,,,,TU 38,
4,tilimtu vessel,,,1,2,,vessel,,,not specified,priest,,,,,TU 38,"""not included"""
6,table arrangement,,,1,1,,assemblage,,,4 meals,priest,Anu; Antu; the other gods,,,,TU 38,
